Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
195620754724,Helping Hand USA,HELPING HAND FOR RELIEF AND DEVELOPMENT INC.,478,34
466164103423147,Thorn,Thorn with Facebook Ad Credits,468,6
580263329124569,i Count 2020,Maricopa Association of Governments,463,18
304600892905134,Hillsdale College Online Courses,HILLSDALE COLLEGE,460,22
114752699886655,Amemiya For Mayor,Amemiya For Mayor,458,5
394817334402124,2020 Trump Bill,Innovative Ecomm LLC,457,3
868348663497441,U.S. Representative Greg Pence,Representative Greg Pence,456,18
1526596704105609,Common Energy,Common Energy,456,25
96159580682,Maine Democratic Party,MAINE DEMOCRATIC PARTY,450,20
8291852604,Tobacco Free Florida,Florida Department of Health Bureau of Tobacco Free Florida,449,2
111324359048459,Dr. Roger Marshall,KANSANS FOR MARSHALL,449,7
343175436328856,CA Needs Energy Storage,California Alliance for Renewable Energy Solutions,446,27
13885075114,Action Against Hunger USA,ACTION AGAINST HUNGER - USA,446,8
149262165146066,ADL Midwest,Anti-Defamation League,445,9
407664862957433,Ammar Campa-Najjar for Congress,AMMAR CAMPA FOR CONGRESS,443,57
105334957627720,Bush For Senate,COMMITTEE FOR BYRON BUSH FOR US SENATE,443,5
51057276745,Michigan Department of Health and Human Services,Michigan Department of Health and Human Services,442,12
1447994318779650,AirMedCare Network,AIrMedCare Network,442,7
103927154373636,Knowhere Treasure Coast,"Knowhere, Inc.",441,3
374848446414965,Pollking,Benjamin Aaron Perlman,439,13
256895331543523,Trenton Don't Touch My Insurance,Trenton Don’t Touch My Insurance,439,47
685467058130434,Blue Cross and Blue Shield of Minnesota,"BCBSM, INC.",439,18
183517831660100,Morning Consult,Morning Consult LLC,437,32
309220109224521,Santander Bank US,"Santander Bank, N.A.",435,2
1308788582609604,Shirron for Circuit Judge,Shirron for Circuit Judge Campaign,431,1
157546398049625,Marsy's Law for Wisconsin,"Marsy’s Law for Wisconsin, LLC",430,17
102946544466689,No MO Slots,"No MO Slots, LLC",428,41
169277310432049,"Texas Precision Optics, Inc.",Texas Precision Optics Inc,428,6
819942484773775,Tax Sale Blueprint,Bob Diamond,427,323
1585761838387907,Unity College Online,Unity College,426,21
192013990902459,Roy Cooper,Cooper For North Carolina,426,8
376868783115532,"Chris Ward for State Assembly, 78th Dist",CHRIS WARD FOR ASSEMBLY 2020,425,12
265766570121909,Pennsylvania Game Commission,Pennsylvania Game Commission,424,1
201956993160690,MRCTV,MEDIA RESEARCH CENTER,423,2
1955556614754164,Congressman Guy Reschenthaler,Congressman Guy Reschenthaler,422,2
21492729544,Catholic Relief Services,CATHOLIC RELIEF SERVICES - UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,420,12
286487148036558,NEAVS,NEW ENGLAND ANTI VIVISECTION SOCIETY,417,28
170582513587720,Liberty Through Wealth,Meghan Deanne Mercer,417,2
372439495935,Mel Trotter Ministries,MEL TROTTER MINISTRIES,417,40
46785153750,National Fair Housing Alliance,National Fair Housing Alliance,410,5
56349854459,Parkinson's Foundation,Parkinson's Foundation,409,4
106334117471036,Anbaric New Jersey,Anbaric Development Partners,409,49
330648134122956,New Direction New Jersey,New Direction New Jersey,408,94
355316521236121,John Cornyn,TEXANS FOR SENATOR JOHN CORNYN INC.,406,4
88910615677,Arizona Game & Fish Department,Arizona Game and Fish,405,32
950998258312654,Knowhere,"Knowhere, Inc.",403,7
522459191276087,Prenda,Prenda,403,6
40973310753,Pathfinder International,Pathfinder International,403,17
106392084148244,Sarah Miller,Michael Todd Powell,403,2
100753671390225,Steve Alm for Prosecutor,Steve Alm for Prosecutor,400,3
80987211775,Bill Cassidy,Bill Cassidy for US Senate,400,1
5835757481,Monterey Bay Aquarium,"MONTEREY BAY AQUARIUM FOUNDATION, THE",400,4
19463427992,Darrell Issa,DARRELL ISSA FOR CONGRESS,400,3
375984579132651,PSEG,PUBLIC SERVICE ENTERPRISE GROUP INCORPORATED,398,7
90684529555,Michigan House Republicans,Michigan House Republicans,397,1
84660150208,Massachusetts Health Connector,Massachusetts Health Connector,395,3
97830335456,Patagonia,"PATAGONIA, INC.",393,16
86134975779,Coast Guard Foundation,Coast Guard Foundation INC.,391,3
2452029394813890,Congressman Joe Morelle,Congressman Joe Morelle,391,4
152351908154834,Union Gospel Mission Twin Cities,UNION GOSPEL MISSION ASSOCIATION OF ST PAUL INC,390,140
22085921165,Mayor Bill de Blasio,City of New York,389,4
130912793621553,Food Bank For New York City,Food Bank For New York City,389,6
46347342434,EMILY's List,EMILY'S LIST,389,347
1859312824348839,Energy Transfer,Energy Transfer,389,2
300992409852,Hoover Institution,Hoover Institution,388,90
45066294038,Roger Williams,ROGER WILLIAMS FOR U S CONGRESS COMMITTEE,388,4
1679521432262834,Physicians Grassroots Network,American Medical Association,387,4
36872302227,Cory Booker,CORY 2020,387,206
118379493631,Episcopal Relief & Development,EPISCOPAL RELIEF AND DEVELOPMENT,386,4
25254987383,Joyce Meyer Ministries,"JOYCE MEYER MINISTRIES, INC.",385,24
958434844174956,Campaign for Accountability,CAMPAIGN FOR ACCOUNTABILITY INC,385,11
152173854860863,NYC zerowaste,NYC zerowaste,381,2
181813995726,Avalara,"AVALARA, INC.",379,3
82106496620,AARP New York,AARP,379,1
116103198461511,North Shore Animal League America,"NORTH SHORE ANIMAL LEAGUE AMERICA, INC.",374,5
30708742052,FCTRY,FCTRY,373,7
269719197271294,Accountable.US,Accountable.US,372,38
590393634664831,Congresswoman Debbie Lesko,Office of Congresswoman Debbie Lesko,371,3
363080770542177,Ciudad de Nueva York,City of New York,370,6
1394539157425140,First Lady Chirlane McCray,City of New York,368,6
280575304764,Gina Raimondo,Friends of Gina Raimondo,368,1
257019421075897,Cory Gardner,Cory Gardner for Senate,365,9
245284549333866,ASMDSS,ASMDSS,363,19
916908791847627,Prosperity Michigan,Prosperity Michigan,363,3
631242900579603,Navy Hill RVA,The NH District Corporation,362,2
39197138659,ACLU of New Mexico,ACLU of New Mexico,359,37
303060840551495,Congressman Steve Watkins,Congressman Steve Watkins,359,6
983573491675080,Grace Meng,GRACE FOR NEW YORK,357,17
108974462561,Freddie Mac,Freddie Mac Multifamily,356,4
935639933233835,Congressman Charlie Crist,Office of Congressman Charlie Crist,354,4
135298176481584,Marine Corps Scholarship Foundation,Marine Corps Scholarship Foundation,354,29
15771560300,Earthjustice,EARTHJUSTICE,353,29
10150100007820094,Wendy Davis,WENDY DAVIS FOR CONGRESS,349,17
143986912311328,University of Vermont Continuing and Distance Education,University of Vermont,348,49
102120821268819,Heartland America,"Heartland America, Inc.",347,8
84258068778,FIRM Action,Center for Community Change Action,347,28
511235549007985,PRJKT RUBY,PRJKT RUBY,347,6
157810487611661,Freethink,Freethink,343,3
115403471809909,Plastic Oceans,PLASTIC OCEANS INTERNATIONAL,343,62
70995214846,Business Roundtable,Business Roundtable,340,9
1521463681450292,IL CleanJobs,Illinois Clean Jobs Coalition,340,4
725736457444853,American Encore,American Encore,337,1
152002971521619,State Representative Roland Gutierrez,Roland Gutierrez Campaign,335,21
917007848400966,Stand Up Republic,"Stand Up Republic, Inc.",333,18
116534199732974,USA Carry Online,USA Carry Online,332,4
147126507164,ACTwireless,ACTwireless,331,6
2309566456030859,Human Coalition Action,Human Coalition,330,20
15779440092,National Review,"NATIONAL REVIEW, INC.",329,82
22219555276,Children's Defense Fund,CHILDRENS DEFENSE FUND (INC),327,13
968753143216275,9/11 Cancer Compensation Claims,The EGC Group,327,6
261973027195522,The Sam Bernstein Law Firm,The Sam Bernstein Law Firm,325,16
1858795821008664,Warrior 12,Warrior 12,324,4
7209432197,Chris Coons,CHRIS COONS FOR DELAWARE,323,35
106977800657570,Everyone In Long Beach,"UNITED WAY, INC.",323,2
54787697857,Ron Wyden,WYDEN FOR SENATE,322,64
103803147648868,Nifty Blends,Nifty Blends,320,11
102617961152741,Barbara Bollier,Bollier for Kansas,319,37
45555240203,America First Credit Union,America First Credit Union,319,20
833845080319275,The Daily Patriot,Full Tilt Holdings LLC,316,27
107199049318619,Friends of Derek Kilmer,PEOPLE FOR DEREK KILMER,315,18
7735858972,Humane Society Legislative Fund,Humane Society Legislative Fund,315,2
110316380149,Family Policy Alliance,Family Policy Alliance,311,77
515224855346579,New Politics,New Politics,310,75
15351475322,Cathy McMorris Rodgers,Cathy McMorris Rodgers for Congress,309,12
279846350948,St. Labre Indian School,St. Labre Indian School,309,31
334748476594191,Rodney Davis,Rodney for Congress,309,6
118022539598510,Hometown Values,HOMETOWN VALUES PAC,308,4
8543076113,Los Angeles Public Library,Los Angeles Public Library,308,3
6196923117,Bill Foster,BILL FOSTER FOR CONGRESS,308,3
219842411373576,Faith Mission,Lutheran Social Services of Central Ohio,306,7
1032017270237467,NYC Kids RISE,NYC Kids Rise Inc.,305,4
340583536575643,Shawn Terry for Texas HD108,Shawn for Texas,305,6
352527958302,Israel on Campus Coalition,Israel on Campus Coalition,304,3
97261063097,Global Fund for Women,"GLOBAL FUND FOR WOMEN, INC., THE",303,32
533347293669517,Great American Era,Great American Era,303,10
2401290363477294,Esmeralda Soria for Congress,ESMERALDA SORIA FOR CONGRESS,303,4
7263476274,Mercy Corps,Mercy Corps,300,8
602373946590030,"Raising Grades, Lifting Futures",Education Reform Now,299,1
349800608987143,Texans for Economic Liberty,Texans for Economic Liberty,298,1
98912141410,American Forests,AMERICAN FORESTS,298,24
2271384839771674,Otto Lee,Otto Lee for Supervisor 2020,297,4
309993142375589,Joe Kennedy III,KENNEDY FOR MASSACHUSETTS,296,924
127755494595870,Progressive Takeover,PROGRESSIVE TAKEOVER,296,18
339536359931816,Innovature Now,Innovature,294,16
139398939438430,Left Action,Left Action LLC,293,1
1492543854305169,Pennsylvania State Treasurer Joe Torsella,Pennsylvania Taxpayer Dollars,293,16
304750332920654,Carl DeMaio,CARL DEMAIO FOR CONGRESS,293,5
1490393897843312,LASD Recruitment Unit,Los Angeles County Sheriff's Department,292,2
493149655523,"Wayne County, Michigan",Wayne County,292,5
1528582864058061,Missouri Century Foundation,Missouri Century Foundation,291,8
67626834312,National Women's Law Center,National Women's Law Center,291,30
10252353761,Commonwealth Foundation,The Commonwealth Foundation,290,2
1654364364841305,Volinsky for New Hampshire,Volinsky for NH,289,24
13830176110,Health Care For All,"HEALTH CARE FOR ALL, INC",287,20
23790541544,Democrats,DCCC,286,28
1492543854305169,Pennsylvania State Treasurer Joe Torsella,Philanthropic Dollars,286,14
364773250335035,OneVirginia2021,OneVirginia2021,286,9
461204744067686,Family Protection Association,Family Protection Association,282,69
114066205306277,Franciscan Friars of the Atonement,Franciscan Friars of the Atonement,280,43
342887442508723,Convention of States,Convention of States Action,280,5
126929400651134,Pennsylvania Health Access Network,PA HEALTH ACCESS NETWORK,276,3
434494350091543,Abraham Padron For State Representative District 36,Abraham Padron for Texas State Representative House District 36,276,2
7145381235,American Jewish World Service - AJWS,"AMERICAN JEWISH WORLD SERVICE, INC.",271,15
103252811047521,No on SOS,"Planning Today for San Diego's Future, a Coalition of Housing Advocates, Save Our Rural Economy, Building Industry Association of San Diego County, Farmers, Taxpayers, Firefighters & Law Enforcement. Committee major funding from California Association of Realtors Issues Mobilization Political Action Committee and Building Industry Association of San Diego County.",270,12
105883357518827,Chris Ekstrom,CHRIS EKSTROM FOR CONGRESS,269,4
100729641303493,ICount NM,I Count New Mexico,269,5
83290028957,Care Net,CARE NET,268,94
359153387814647,Antonio Delgado,DELGADO FOR CONGRESS,268,10
131415637572491,Christina McClary: Allstate Insurance,Allstate,268,1
215281808519580,Random House,Penguin Random House LLC,267,5
133937690180,Student Conservation Association,Student Conservation Association,267,9
659763257512664,Kymberly Pine,Friends of Kymberly Pine,265,4
196156347404415,"Will O'Neill, Newport Beach Mayor",O’Neill for City Council 2020,265,1
100852874648291,Mighty Michigan,American Culture Project,265,3
12692955711,Chronicle of Higher Education,"CHRONICLE OF HIGHER EDUCATION, INC. (THE)",264,21
105126636184800,Ohio Education Association,OHIO EDUCATION ASSOCIATION,264,4
158791100909689,Concerned Veterans for America,Concerned Veterans for America,263,9
10840075782,Camden County Democratic Committee,"Camden County Democratic Committee, Inc.",260,26
474062436008137,Michael McCaul for Texas,"McCaul for Congress, Inc.",259,18
109481780520470,Brian Jones for Senate 2022,Brian Jones for Senate 2022,258,11
116301515238863,Dr. Bob Onder,Onder for Missouri,258,1
200925806590732,Square,These ads ran without a disclaimer,257,1
7219151423,The Fund for American Studies (TFAS),The Fund for American Studies,256,10
59877921429,Lutheran Immigration and Refugee Service,"LUTHERAN IMMIGRATION AND REFUGEE SERVICE, INC.",254,3
2322760638043788,Silver State Foundry,Thunderbird Media Group,254,2
161906473872441,Feeding South Florida,"FEEDING SOUTH FLORIDA, INC.",253,9
1821841498081267,No Nuke Bailout,Citizens Against Nuclear Bailout,252,8
262905633727,Los Angeles Mission,"Los Angeles Mission, Inc.",251,7
1809715209318581,Marjorie Taylor Greene for Congress,GREENE FOR CONGRESS,251,3
100999141339813,Josh Winegarner,JOSH WINEGARNER FOR CONGRESS,251,3
109295990419284,Esther For Congress,ESTHER FOR CONGRESS,250,8
58051322414,Committee to Protect Journalists,Committee to Protect Journalists with Facebook Ad Credits,250,2
178602115837123,David Trone,"DAVID TRONE FOR CONGRESS, INC",249,16
644655489007210,The Solar Institute,The Solar Institute,249,41
192448150001,Jeff Anderson & Associates,Jeffrey R Anderson PA,248,44
108651103926952,Marietta McClure for State Representative,Marietta McClure for State Representative,247,1
458142697588014,AARP Public Policy Institute,AARP,247,9
110962293652494,Donald Trump Keep America Great 2020 Re-election,Excital,245,42
137403894741,"Haven of Rest Ministries Akron,OH","HAVEN OF REST MINISTRIES, INCORPORATED",245,6
466215340133535,Utah Clean Air Partnership - UCAIR,UCAIR,245,14
984421991732710,Paycheckology,Paycheckology,244,25
85273022315,NAMI,NAMI,242,14
8002590959,Rainforest Action Network,RAINFOREST ACTION NETWORK,241,42
266145305529,Henry Holt,"Macmillan Holdings, LLC",241,24
124939484209078,Langevin for Congress,LANGEVIN FOR CONGRESS,239,14
103854021078878,Patriot Revolution,National Insiders,239,2
1504873886306347,Bryan Steil,"STEIL FOR WISCONSIN, INC.",238,1
1765073800454902,Reform Austin,Reform Austin Inc.,236,46
2338979479650120,Genevieve Collins for Congress,COLLINS FOR TEXAS,236,9
416384822549260,A Better Delaware,A Better Delaware,235,10
201248453800242,My Pay My Say,Mackinac Center for Public Policy,235,22
118628969533255,David Hill,"DAVID HILL FOR OKLAHOMA, INC.",235,3
1392215517462479,Lingua Franca,These ads ran without a disclaimer,235,1
58158120046,ACLJ,American Center for Law and Justice,234,2
197140993656754,Great Plains Food Bank,Great Plains Food Bank,234,8
151757038879920,Alyse Galvin for Congress 2020,ALYSE FOR ALASKA,233,10
6333396177,NewsBusters.org,MEDIA RESEARCH CENTER,233,3
598720023670599,Delegate Jennifer Carroll Foy,Jennifer Carroll Foy for Delegate,232,35
919078151815854,Marsy's Law for Mississippi,"Marsy’s Law for Mississippi, LLC",231,6
1614661592087731,San Diego County Gun Owners,San Diego County Gun Owners Political Action Committee,231,3
38882699096,Polaris,POLARIS PROJECT,230,41
99793724001,Democratic Party of Oregon,DEMOCRATIC PARTY OF OREGON,228,4
1457933161123847,Missouri Gaming Association,MISSOURI GAMING ASSOCIATION,228,11
103664744402353,Medicare Saviors,Sean Thomas Hofmans,228,22
124155874263916,Participant Media,Participant Media,228,20
327202261326682,Stephanie Bice,Bice for Congress,227,16
1633123746921759,OC WISE,"Orange County Water Independence, Sustainability & Efficiency",226,12
28557150476,DonorsChoose,DONORSCHOOSE.ORG,225,4
457461137635018,Congressman Andy Barr,Congressman Andy Barr,224,8
571182609571332,NextGen America,NEXTGEN CLIMATE ACTION COMMITTEE,224,15
89336510798,American Friends of the Hebrew University,American Friends of Hebrew University,224,37
29770886815,Marijuana Policy Project,Marijuana Policy Project Foundation,223,1
76050196975,Light of Life Rescue Mission,LIGHT OF LIFE MINISTRIES INC,223,10
110866580414845,West End Watch,West End Watch,223,2
393656900730519,Rishi Kumar for Congress 2020,Rishi Kumar,223,28
618480098621142,Social Security Event,Robert Jared Wilkins,222,8
540389016310346,Kathaleen Wall,KATHALEEN WALL FOR CONGRESS,221,13
47712360678,Jobs With Justice,Jobs With Justice,221,1
1438553336457672,Fair Housing Council of Greater San Antonio,SAN ANTONIO FAIR HOUSING COUNCIL INC,221,1
235182504046827,Rep. Joe Cunningham,The Office of Representative Joe Cunningham,220,10
